rxcui;nui;drugname
82064;N0000147329;OXYMORPHONE HYDROCHLORIDE
82064;N0000179436;Oxymorphone Hydrochloride [Chemical/Ingredient]
82065;N0000146938;OXYTETRACYCLINE CALCIUM
82065;N0000179437;Oxytetracycline Calcium [Chemical/Ingredient]
82066;N0000146356;HYDROXYAMPHETAMINE HYDROBROMIDE
82066;N0000179438;Hydroxyamphetamine Hydrobromide [Chemical/Ingredie
82069;N0000147039;PARGYLINE HYDROCHLORIDE
82069;N0000179439;Pargyline Hydrochloride [Chemical/Ingredient]
82070;N0000147586;PENBUTOLOL SULFATE
82070;N0000179440;Penbutolol Sulfate [Chemical/Ingredient]
82074;N0000147532;PETROLATUM,WHITE
82074;N0000179442;Petrolatum, White [Chemical/Ingredient]
82077;N0000145811;PHENOBARBITAL SODIUM
82077;N0000179443;Phenobarbital Sodium [Chemical/Ingredient]
82078;N0000146504;PHENTERMINE HYDROCHLORIDE
82078;N0000179444;Phentermine Hydrochloride [Chemical/Ingredient]
82084;N0000146189;PROPRANOLOL HYDROCHLORIDE
82084;N0000179445;Propranolol Hydrochloride [Chemical/Ingredient]
82089;N0000148761;ISPAGHULA
82091;N0000179446;Mepyramine Maleate [Chemical/Ingredient]
82091;N0000146536;PYRILAMINE MALEATE
82092;N0000146561;QUINACRINE HYDROCHLORIDE
82092;N0000179447;Quinacrine Monohydrochloride [Chemical/Ingredient]
82093;N0000022938;RIMANTADINE HYDROCHLORIDE
82093;N0000179448;Rimantadine Hydrochloride [Chemical/Ingredient]
82097;N0000147459;ROSE BENGAL SODIUM, I-131
82097;N0000021022;ROSE BENGAL SODIUM,I-131
82097;N0000179449;Rose Bengal Sodium I 131 [Chemical/Ingredient]
82100;N0000147538;SULBACTAM SODIUM
82100;N0000179451;Sulbactam Sodium [Chemical/Ingredient]
82101;N0000146537;SULFACETAMIDE SODIUM
82101;N0000179452;Sulfacetamide Sodium [Chemical/Ingredient]
82110;N0000148400;TRAMADOL HYDROCHLORIDE
82110;N0000179453;Tramadol HCL [Chemical/Ingredient]
82112;N0000147115;TRAZODONE HYDROCHLORIDE
82112;N0000179454;Trazodone Hydrochloride [Chemical/Ingredient]
82115;N0000145864;TUBOCURARINE CHLORIDE
82115;N0000179455;Tubocurarine Chloride [Chemical/Ingredient]
82122;N0000148474;LEVOFLOXACIN
82122;N0000179456;Levofloxacin [Chemical/Ingredient]
82124;N0000147668;IDARUBICIN HYDROCHLORIDE
82124;N0000179457;Idarubicin Hydrochloride [Chemical/Ingredient]
82126;N0000146343;CEFTIZOXIME SODIUM
82126;N0000179458;Ceftizoxime Sodium [Chemical/Ingredient]
82128;N0000146318;CILASTATIN SODIUM
82128;N0000179459;Cilastatin Sodium [Chemical/Ingredient]
82130;N0000147618;MEFLOQUINE HYDROCHLORIDE
82130;N0000179460;Mefloquine Hydrochloride [Chemical/Ingredient]
82131;N0000147579;GANCICLOVIR (AS SODIUM)
82131;N0000179461;Ganciclovir Sodium [Chemical/Ingredient]
82137;N0000148388;DALTEPARIN SODIUM
82137;N0000179462;Dalteparin Sodium [Chemical/Ingredient]
82242;N0000148086;CHLOROPHYLLIN COPPER COMPLEX
82806;N0000148446;FOSPHENYTOIN SODIUM
82819;N0000148859;ACAMPROSATE
82819;N0000010555;acamprosate [Chemical/Ingredient]
83008;N0000148428;BICALUTAMIDE
83008;N0000007276;bicalutamide [Chemical/Ingredient]
83153;N0000148507;TILUDRONATE DISODIUM
83171;N0000148447;CIDOFOVIR
83171;N0000006808;cidofovir [Chemical/Ingredient]
83213;N0000022079;MIBEFRADIL
83213;N0000007008;Mibefradil [Chemical/Ingredient]
83214;N0000148511;MIBEFRADIL DIHYDROCHLORIDE
83214;N0000179464;Mibefradil Dihydrochloride [Chemical/Ingredient]
83366;N0000148468;ATORVASTATIN CALCIUM
83367;N0000022046;ATORVASTATIN
83367;N0000007428;atorvastatin [Chemical/Ingredient]
83395;N0000148419;SAQUINAVIR
83395;N0000007376;Saquinavir [Chemical/Ingredient]
83515;N0000148645;EPROSARTAN
83515;N0000006926;eprosartan [Chemical/Ingredient]
83682;N0000022252;CEFDITOREN
83682;N0000010085;cefditoren [Chemical/Ingredient]
83719;N0000022102;GREPAFLOXACIN
83719;N0000004859;grepafloxacin [Chemical/Ingredient]
83816;N0000022056;DELAVIRDINE
83816;N0000007358;Delavirdine [Chemical/Ingredient]
83818;N0000148533;IRBESARTAN
83818;N0000007230;irbesartan [Chemical/Ingredient]
83929;N0000148393;ABCIXIMAB
83929;N0000007092;abciximab [Chemical/Ingredient]
83947;N0000148509;TAZAROTENE
83947;N0000006235;tazarotene [Chemical/Ingredient]
84108;N0000148613;ROSIGLITAZONE
84108;N0000005439;rosiglitazone [Chemical/Ingredient]
84158;N0000147060;METHYLERGONOVINE MALEATE
84158;N0000179466;Methylergonovine Maleate [Chemical/Ingredient]
84375;N0000148459;GLATIRAMER ACETATE
84375;N0000179467;copolymer 1 [Chemical/Ingredient]
84857;N0000148427;ANASTROZOLE
84857;N0000007441;anastrozole [Chemical/Ingredient]
84959;N0000148376;IMIGLUCERASE
84959;N0000006677;imiglucerase [Chemical/Ingredient]
84990;N0000182837;GADOBUTROL
84990;N0000183361;gadobutrol [Chemical/Ingredient]
85247;N0000148641;ALOSETRON HCL
85248;N0000148640;ALOSETRON
85248;N0000005874;alosetron [Chemical/Ingredient]
85762;N0000148436;RITONAVIR
85762;N0000007423;Ritonavir [Chemical/Ingredient]
85763;N0000022133;FOMIVIRSEN
85763;N0000007455;fomivirsen [Chemical/Ingredient]
86009;N0000148467;INSULIN,LISPRO,HUMAN/rDNA
86009;N0000179468;Insulin Lispro [Chemical/Ingredient]
87636;N0000022057;FEXOFENADINE
87636;N0000006671;fexofenadine [Chemical/Ingredient]
87865;N0000148518;ARDEPARIN SODIUM
87866;N0000022083;ARDEPARIN
87866;N0000006830;ardeparin [Chemical/Ingredient]
88014;N0000148576;RIZATRIPTAN
88014;N0000006855;rizatriptan [Chemical/Ingredient]
88249;N0000022122;MONTELUKAST
88249;N0000007118;montelukast [Chemical/Ingredient]
89013;N0000148786;ARIPIPRAZOLE
89013;N0000010069;aripiprazole [Chemical/Ingredient]
89717;N0000148382;THYMOL IODIDE
89722;N0000146383;PHENYLMERCURIC NITRATE
89746;N0000148222;UNDECYLENATE CALCIUM
89748;N0000148223;UNDECYLENATE ZINC
89748;N0000147610;ZINC UNDECYLENATE
89753;N0000147212;AMINOSALICYLATE SODIUM
89767;N0000147170;SULFUR,PRECIPITATED
89780;N0000147708;ANISOTROPINE
89781;N0000146751;BELLADONNA
89781;N0000145913;BELLADONNA EXTRACT
89784;N0000020174;ISOPROPAMIDE
89785;N0000147918;METHSCOPOLAMINE
89785;N0000005877;N-Methylscopolamine [Chemical/Ingredient]
89792;N0000147155;MANNITOL HEXANITRATE
89810;N0000146574;TALBUTAL
89810;N0000005541;talbutal [Chemical/Ingredient]
89818;N0000148211;STYRAMATE
89821;N0000147546;HAMAMELIS WATER
89821;N0000148227;WITCH HAZEL
89831;N0000147133;ZINC PHENOLSULFONATE
89854;N0000148381;MUMPS SKIN TEST ANTIGEN
89858;N0000147696;ALUMINUM CARBONATE
89870;N0000020586;OX BILE
89870;N0000146753;OX BILE EXTRACT
89886;N0000147711;ANTIRABIES SERUM
89886;N0000147176;RABIES IMMUNE GLOBULIN,HUMAN
89887;N0000146321;ANTIVENIN,LATRODECTUS MACTANS
89887;N0000020159;LATRODECTUS MACTANS ANTIVENIN
89890;N0000146121;YELLOW FEVER VACCINE
89890;N0000005680;Yellow Fever Vaccine [Chemical/Ingredient]
89903;N0000146450;POTASSIUM GLUCONATE
89905;N0000020121;MULTIVITAMINS
89905;N0000029360;[VT801] MULTIVITAMINS
89911;N0000146096;FLUMETHIAZIDE
89911;N0000179470;flumethiazide [Chemical/Ingredient]
89916;N0000145893;TERPIN HYDRATE
89918;N0000147334;ARGININE HYDROCHLORIDE
89959;N0000176094;PHOSPHATIDYLSERINE
90136;N0000147783;COLD CREAM
90136;N0000147504;COLD CREAM,USPXVI
90176;N0000146032;IRON
90176;N0000006237;Iron [Chemical/Ingredient]
90176;N0000029436;[TN410] IRON
90230;N0000135726;Liquid [Dose Form]
90249;N0000166282;Graphite [Chemical/Ingredient]
90402;N0000148088;CHROMIC SULFATE
90540;N0000022129;INDIUM In 111
90574;N0000146513;MOLYBDENUM,MO-99
90650;N0000147422;TECHNETIUM (Tc 99m)
90650;N0000146510;TECHNETIUM Tc 99m
90650;N0000020961;TECHNETIUM,TC-99M
90650;N0000179471;Technetium 99m [Chemical/Ingredient]
90719;N0000147498;YTTERBIUM,YB-169
90732;N0000145781;COAL TAR DISTILLATE
90732;N0000153623;COAL TAR DISTILLATE [VA Product]
90735;N0000146918;COAL TAR EXTRACT
90737;N0000148178;PETROLEUM DISTILLATE
90926;N0000145790;ANISE OIL
90926;N0000157756;ANISE OIL [VA Product]
90945;N0000145595;ROSEMARY OIL
90945;N0000164666;ROSEMARY OIL [VA Product]
90945;N0000171584;rosemary oil [Chemical/Ingredient]
90950;N0000148325;THYME OIL
90950;N0000177558;THYME OIL [VA Product]
91058;N0000135691;Chewable Tablet [Dose Form]
91060;N0000135687;Caplet [Dose Form]
91063;N0000146721;TRIPELENNAMINE HYDROCHLORIDE
91063;N0000179474;Tripelennamine Hydrochloride [Chemical/Ingredient]
91065;N0000147117;BROMODIPHENHYDRAMINE HYDROCHLORIDE
91066;N0000146800;CARBINOXAMINE MALEATE
91070;N0000146787;BUCLIZINE HYDROCHLORIDE
91071;N0000147074;CYCLIZINE LACTATE
91075;N0000146422;CLINDAMYCIN PALMITATE HYDROCHLORIDE
91077;N0000146548;GRISEOFULVIN,MICROSIZE
91100;N0000147287;SODIUM THIOSALICYLATE
91104;N0000145802;CODEINE SULFATE
91109;N0000146765;BUTABARBITAL SODIUM
91110;N0000145840;SECOBARBITAL SODIUM
91110;N0000179475;Secobarbital Sodium [Chemical/Ingredient]
91118;N0000146216;IMIPRAMINE PAMOATE
91119;N0000146357;TRANYLCYPROMINE SULFATE
91119;N0000179476;Tranylcypromine Sulfate [Chemical/Ingredient]
91121;N0000146977;METHDILAZINE HYDROCHLORIDE
91125;N0000146110;TRIFLUPROMAZINE HYDROCHLORIDE
91127;N0000147109;ACETOPHENAZINE MALEATE
91130;N0000147145;TRIFLUOPERAZINE HYDROCHLORIDE
91130;N0000179477;Tripfluoperazine Hydrochloride [Chemical/Ingredien
91135;N0000146831;THIOTHIXENE HYDROCHLORIDE
91138;N0000146269;LOXAPINE HYDROCHLORIDE
91154;N0000146798;BIPERIDEN HYDROCHLORIDE
91154;N0000179478;Biperiden Hydrochloride [Chemical/Ingredient]
91163;N0000146465;METHANTHELINE BROMIDE
91164;N0000146724;OXYPHENCYCLIMINE HYDROCHLORIDE
91165;N0000146769;EPHEDRINE HYDROCHLORIDE
91165;N0000179479;Ephedrine Hydrochloride [Chemical/Ingredient]
91166;N0000145850;EPHEDRINE SULFATE
91166;N0000179480;Ephedrine Sulfate [Chemical/Ingredient]
91167;N0000147127;PHENYLEPHRINE BITARTRATE
91168;N0000146385;PSEUDOEPHEDRINE HYDROCHLORIDE
91168;N0000179481;Pseudoephedrine Hydrochloride [Chemical/Ingredient
91169;N0000147105;PSEUDOEPHEDRINE SULFATE
91178;N0000146469;THEOPHYLLINE,ANHYDROUS
91185;N0000145843;METHOHEXITAL SODIUM
91185;N0000179482;Methohexital Sodium [Chemical/Ingredient]
91188;N0000147206;DYCLONINE HYDROCHLORIDE
91189;N0000146584;TETRACAINE HYDROCHLORIDE
91198;N0000021023;CITRIC ACID/SODIUM CITRATE
91211;N0000020499;FAT EMULSION
91217;N0000146100;CHLOROTHIAZIDE SODIUM
91235;N0000147198;DIGITALIS
91236;N0000146568;AMRINONE LACTATE
91236;N0000148678;INAMRINONE LACTATE
91239;N0000146418;GUANADREL SULFATE
91240;N0000146280;MECAMYLAMINE HYDROCHLORIDE
91241;N0000146313;METHYLDOPATE HYDROCHLORIDE
91251;N0000147146;CIMETIDINE HYDROCHLORIDE
91251;N0000179483;Cimetidine Hydrochloride [Chemical/Ingredient]
91263;N0000147352;ALOE
91264;N0000021360;MALT SOUP
91264;N0000148149;MALT SOUP EXTRACT
91266;N0000176017;RHUBARB
91272;N0000146832;BENZQUINAMIDE HYDROCHLORIDE
91275;N0000147166;POTASSIUM GUAIACOLSULFONATE
91293;N0000147640;NAFTIFINE HYDROCHLORIDE
91299;N0000021331;PIPERONYL BUTOXIDE/PYRETHRINS
91311;N0000147811;DIFLORASONE
91318;N0000153622;COAL TAR SOLN [VA Product]
91318;N0000147298;COAL TAR SOLUTION
91326;N0000148600;HOMOSALATE
91326;N0000179485;homosalate [Chemical/Ingredient]
91327;N0000179486;2-ethylhexyl salicylate [Chemical/Ingredient]
91327;N0000176061;OCTISALATE
91327;N0000148166;OCTYL SALICYLATE
91344;N0000135748;Ophthalmic Ointment [Dose Form]
91349;N0000157307;HYDROGEN PEROXIDE 3% SOLN,TOP [VA Product]
91350;N0000023239;APRACLONIDINE HYDROCHLORIDE
91351;N0000147398;FLURBIPROFEN SODIUM
91351;N0000179487;Flurbiprofen Sodium [Chemical/Ingredient]
91405;N0000147201;ERGOT
91406;N0000023141;ACETAZOLAMIDE SODIUM
91428;N0000146812;ESTRONE SODIUM SULFATE
91472;N0000148198;SHARK LIVER OIL
91498;N0000146055;LIVER,DESICCATED
91500;N0000146260;INTRINSIC FACTOR,CONCENTRATE
91510;N0000145963;SODIUM CHROMATE,CR-51
91516;N0000146519;CYANOCOBALAMIN,CO-57
91531;N0000147411;SODIUM IODIDE,I-123
91535;N0000145966;SODIUM IODIDE,I-131
91540;N0000145965;IODOHIPPURATE SODIUM,I-131
91551;N0000147413;IODOHIPPURATE SODIUM,I-123
91555;N0000146518;FERROUS CITRATE,FE-59
91559;N0000146520;SODIUM PHOSPHATE,P-32
91588;N0000146514;THALLOUS CHLORIDE,TL-201
91596;N0000147501;ANTIVENIN,CROTALIDAE POLYVALENT
91602;N0000146112;DIPHTHERIA ANTITOXIN,EQUINE
91603;N0000020185;TETANUS IMMUNE GLOBULIN
91603;N0000146384;TETANUS IMMUNE GLOBULIN,HUMAN
91610;N0000146179;PNEUMOCOCCAL POLYSACCHARIDE VACCINE
91610;N0000179488;Pneumococcal Polysaccharide Vaccine [Chemical/Ingr
92768;N0000155790;FUNGOID SOLN,TOP [VA Product]
93108;N0000145946;INSULIN,LENTE,PORK/PURIFIED
95721;N0000157405;ICHTHAMMOL 20% OINT,TOP [VA Product]
95721;N0000157957;ICHTHAMMOL 20%/LANOLIN/PETROLATUM OINT,TOP [VA Pro
96058;N0000154980;NITROFURAZONE 0.2% LIQUID,TOP [VA Product]
96304;N0000153025;PRIMIDONE 250MG TAB [VA Product]
97016;N0000021113;VITAMIN A/VITAMIN D
101299;N0000148473;AMPHOTERICIN B CHOLESTERYL SULFATE
101299;N0000179489;Amphotericin B Colloidal Dispersion [Chemical/Ingr
102376;N0000153083;DEXTROTHYROXINE NA 2MG TAB [VA Product]
102397;N0000146571;ISOETHARINE HYDROCHLORIDE
102490;N0000146392;DEXTROMETHORPHAN HYDROBROMIDE
102490;N0000179490;Dextromethorphan Hydrobromide [Chemical/Ingredient
102545;N0000150359;CHLORPROTHIXENE 50MG TAB [VA Product]
103244;N0000146541;PILOCARPINE NITRATE
103244;N0000179491;Pilocarpine Nitrate [Chemical/Ingredient]
103401;N0000151034;HYDROCORTISONE 2.5% OINT,TOP [VA Product]
103403;N0000151041;HYDROCORTISONE 1% LOTION [VA Product]
103456;N0000152806;FLUOCINONIDE 0.05% CREAM,TOP [VA Product]
103456;N0000177009;FLUOCINONIDE 0.05% EMOLLIENT CREAM,TOP [VA Product
103457;N0000152807;FLUOCINONIDE 0.05% OINT,TOP [VA Product]
103467;N0000149845;HALCINONIDE 0.1% CREAM,TOP [VA Product]
103467;N0000149846;HALCINONIDE 0.1%/EMOLLIENT CREAM,TOP [VA Product]
103468;N0000146297;HYDROCORTISONE BUTYRATE
103568;N0000153873;SALICYLIC ACID 2% LOTION [VA Product]
103572;N0000154978;NITROFURAZONE 0.2% OINT,TOP [VA Product]
103755;N0000146373;MEPERIDINE HYDROCHLORIDE
103755;N0000179492;Meperidine Hydrochloride [Chemical/Ingredient]
103835;N0000157143;LEVAMISOLE 50MG TAB [VA Product]
103843;N0000148501;DANAPAROID SODIUM
103854;N0000157246;LEVONORGESTREL 36MG/CAP X 6 IMPLANT [VA Product]
103951;N0000156675;TOLNAFTATE 1% CREAM,TOP [VA Product]
103968;N0000181507;LAMOTRIGINE 100MG TAB,ORAL DISINTEGRATING [VA Prod
103990;N0000020155;CARBIDOPA/LEVODOPA
104121;N0000150856;SULFASALAZINE 250MG/5ML SUSP,ORAL [VA Product]
104123;N0000147671;OLSALAZINE SODIUM
104208;N0000151457;DIGOXIN 0.25MG/ML INJ [VA Product]
104308;N0000152916;ATENOLOL 500MCG/ML INJ [VA Product]
104416;N0000148281;AMLODIPINE BESYLATE
104416;N0000179493;Amlodipine Besylate [Chemical/Ingredient]
104421;N0000158202;FLOSEQUINAN 100MG TAB [VA Product]
104422;N0000158200;FLOSEQUINAN 50MG TAB [VA Product]
104463;N0000148434;EPOPROSTENOL SODIUM
104463;N0000179494;Epoprostenol Sodium [Chemical/Ingredient]
104466;N0000148680;TINZAPARIN NA
104481;N0000158524;TRANEXAMIC ACID 500MG TAB [VA Product]
104485;N0000146425;COLESTIPOL HYDROCHLORIDE
104485;N0000179495;Colestipol Hydrochloride [Chemical/Ingredient]
104592;N0000146282;CYPROHEPTADINE HYDROCHLORIDE
104728;N0000146213;CHLORPROMAZINE HYDROCHLORIDE
104728;N0000179496;Chlorpromazine Hydrochloride [Chemical/Ingredient]
104775;N0000163433;CLOZAPINE (CLOZARIL) 25MG TAB [VA Product]
104775;N0000163434;CLOZAPINE (CLOZARIL) 25MG TAB,UD [VA Product]
104776;N0000163435;CLOZAPINE (CLOZARIL) 100MG TAB [VA Product]
104776;N0000163436;CLOZAPINE (CLOZARIL) 100MG TAB,UD [VA Product]
104837;N0000150342;ISOCARBOXAZID 10MG TAB [VA Product]
104873;N0000153558;SCOPOLAMINE 0.5MG/72HRS PATCH [VA Product]
104884;N0000165224;METOCLOPRAMIDE HCL 5MG/5ML (SF) SOLN,ORAL,10ML [VA
104884;N0000150887;METOCLOPRAMIDE HCL 5MG/5ML (SF) SYRUP [VA Product]
104884;N0000165223;METOCLOPRAMIDE HCL 5MG/5ML SOLN,ORAL [VA Product]
104884;N0000165222;METOCLOPRAMIDE HCL 5MG/5ML SOLN,ORAL,10ML [VA Prod
104884;N0000150885;METOCLOPRAMIDE HCL 5MG/5ML SYRUP [VA Product]
104894;N0000165924;ONDANSETRON HCL 4MG TAB,ORALLY DISINTEGRATING [VA 
104906;N0000155170;ACETAMINOPHEN 120MG/5ML ELIXIR [VA Product]
104966;N0000146403;DIHYDROCODEINE BITARTRATE
104973;N0000146588;PENTAZOCINE HYDROCHLORIDE
104973;N0000179497;Pentazocine Hydrochloride [Chemical/Ingredient]
104994;N0000147112;ISOMETHEPTENE MUCATE
105005;N0000152335;MEPHOBARBITAL 30MG TAB [VA Product]
105018;N0000178190;LAMOTRIGINE (LAMICTAL) 100MG TAB [VA Product]
105019;N0000178189;LAMOTRIGINE (LAMICTAL) 25MG TAB [VA Product]
105032;N0000150393;DIAZEPAM,EMULSIFIED 5MG/ML INJ,IV [VA Product]
105069;N0000146867;NALTREXONE HYDROCHLORIDE
105069;N0000179498;Naltrexone Hydrochloride [Chemical/Ingredient]
105170;N0000151937;CEFADROXIL 125MG/5ML SUSP [VA Product]
105170;N0000151929;CEFADROXIL MONOHYDRATE 125MG/5ML SUSP [VA Product]
105171;N0000151938;CEFADROXIL 500MG/5ML SUSP [VA Product]
105171;N0000151932;CEFADROXIL MONOHYDRATE 500MG/5ML SUSP [VA Product]
105292;N0000149453;ISONIAZID 50MG/5ML SYRUP [VA Product]
105347;N0000156156;MEBENDAZOLE 100MG TAB,CHEWABLE [VA Product]
105443;N0000148170;PAMIDRONATE DISODIUM
105470;N0000146934;RITODRINE HYDROCHLORIDE
105470;N0000179499;Ritodrine Hydrochloride [Chemical/Ingredient]
105583;N0000150428;FLUOROURACIL 5% CREAM,TOP [VA Product]
105585;N0000150867;METHOTREXATE NA 2.5MG TAB [VA Product]
105585;N0000172091;METHOTREXATE NA 2.5MG TAB,UD [VA Product]
105586;N0000171988;METHOTREXATE NA 10MG TAB [VA Product]
105669;N0000146084;IRON (AS POLYSACCHARIDE COMPLEX)
105669;N0000147563;IRON (AS POLYSACCHARIDE-IRON COMPLEX)
105669;N0000146050;IRON POLYSACCHARIDE COMPLEX
105686;N0000149099;CYANOCOBALAMIN 50MCG TAB [VA Product]
105694;N0000147625;EPOETIN ALFA,RECOMBINANT
105694;N0000006443;epoetin alfa [Chemical/Ingredient]
105745;N0000148113;EDETATE TRISODIUM
105798;N0000154698;SALSALATE 500MG CAP [VA Product]
106029;N0000146909;CYCLOPENTOLATE HYDROCHLORIDE
106047;N0000146905;PHYSOSTIGMINE SULFATE
106078;N0000151613;HYDROCORTISONE 1%/NEOMYCIN SO4 0.5% CREAM,TOP [VA 
106101;N0000147583;OXYMETAZOLINE HYDROCHLORIDE
106199;N0000154090;UREA 10% CREAM [VA Product]
106200;N0000164410;LACTIC ACID 5%/UREA 10% CREAM,TOP [VA Product]
106212;N0000147571;CALAMINE
106219;N0000153859;CROTAMITON 10% LOTION [VA Product]
106234;N0000153455;CLIOQUINOL 3%/HYDROCORTISONE 1% CREAM,TOP [VA Prod
106248;N0000151050;HYDROCORTISONE 0.1% CREAM,TOP [VA Product]
106248;N0000151076;HYDROCORTISONE BUTEPRATE 0.1% CREAM,TOP [VA Produc
106248;N0000176938;HYDROCORTISONE BUTEPRATE 0.1% EMOLLIENT CREAM,TOP 
106248;N0000151053;HYDROCORTISONE BUTYRATE 0.1% CREAM,TOP [VA Product
106248;N0000178429;HYDROCORTISONE BUTYRATE 0.1% EMOLLIENT CREAM,TOP [
106248;N0000171930;HYDROCORTISONE PROBUTATE 0.1% CREAM,TOP [VA Produc
106250;N0000151054;HYDROCORTISONE BUTYRATE 0.1% OINT,TOP [VA Product]
106258;N0000151032;HYDROCORTISONE 1% CREAM,TOP [VA Product]
106258;N0000152811;HYDROCORTISONE 1%/UREA 10% CREAM,TOP [VA Product]
106302;N0000153251;TRETINOIN 0.025% CREAM,TOP [VA Product]
106303;N0000153247;TRETINOIN 0.05% CREAM,TOP [VA Product]
106309;N0000153339;BENZOYL PEROXIDE 5% LOTION [VA Product]
106310;N0000153340;BENZOYL PEROXIDE 10% LOTION [VA Product]
106315;N0000153342;BENZOYL PEROXIDE 10% CREAM,TOP [VA Product]
106332;N0000135732;Medicated Shampoo [Dose Form]
106336;N0000156160;KETOCONAZOLE 2% SHAMPOO [VA Product]
106339;N0000178153;SALICYLIC ACID 3%/SULFUR 5% SHAMPOO [VA Product]
106346;N0000156422;MUPIROCIN 2% OINT,TOP [VA Product]
106351;N0000153091;SILVER SULFADIAZINE 1% CREAM,TOP [VA Product]
106356;N0000150097;TETRACYCLINE HCL 3% OINT,TOP [VA Product]
106366;N0000157040;SULCONAZOLE NITRATE 1% CREAM,TOP [VA Product]
106387;N0000154535;PERMETHRIN 5% CREAM [VA Product]
106467;N0000020131;PNEUMOCOCCAL VACCINE
106467;N0000011295;Pneumococcal Vaccines [Chemical/Ingredient]
106483;N0000155799;VARICELLA ZOSTER IMMUNE GLOBULIN (HUMAN) 5% INJ [V
106558;N0000146580;PROCAINE HYDROCHLORIDE
106558;N0000179500;Procaine Hydrochloride [Chemical/Ingredient]
106675;N0000156939;ETHANOLAMINE OLEATE 50MG/ML INJ [VA Product]
106732;N0000020535;CLEMASTINE/PHENYLPROPANOLAMINE
106876;N0000020462;ISONIAZID/RIFAMPIN
106928;N0000020547;BETAMETHASONE/CLOTRIMAZOLE
106955;N0000020231;HYDROCORTISONE/PRAMOXINE
106960;N0000020479;CHLORAMPHENICOL/HYDROCORTISONE
106963;N0000020194;HYDROCORTISONE/NEOMYCIN
106964;N0000020248;HYDROCORTISONE/LIDOCAINE
106986;N0000020464;HYDROCORTISONE/OXYTETRACYCLINE
106987;N0000020434;CLIOQUINOL/HYDROCORTISONE
107005;N0000020197;METHYLPREDNISOLONE/NEOMYCIN
107011;N0000020106;NYSTATIN/TRIAMCINOLONE
107047;N0000163512;ANTI-THYMOCYTE GLOBULIN (RABBIT) 25MG/VIL INJ [VA 
107060;N0000021235;PERFLUOROCHEMICAL
107129;N0000145780;WATER,STERILE
107129;N0000151131;WATER,STERILE [VA Product]
107602;N0000020482;EPINEPHRINE/LIDOCAINE
107606;N0000020240;BUPIVACAINE/EPINEPHRINE
