unii	pt	rxcui	db_uri1	db_uri2	chebi	nui	nameAndRole
4Y00S7XU0S	(2-(METHACRYLOYLOXY)ETHYL)TRIMETHYLAMMONIUM METHYL SULFATE						
4Y0E651N0F	PEG-60 ALMOND GLYCERIDES	1363618.0					
4Y12FB798J	ZIRCONIUM BUTOXIDE						
4Y1BX5ALZA	1-(ALKYL* AMINO)-3-AMINOPROPANE DIACETATE *(AS IN FATTY ACIDS OF COCONUT OIL)						
4Y1ZL1H7GS	TREEFISH, COOKED						
4Y246NTV7W	HYDROXYMETHANESULFONATE ION(1-)						
4Y2OK7680X	BRONZESPOTTED ROCKFISH WHOLE						
4Y31800S6C	BUTYL ISOTHIOCYANATE						
4Y3VYY2X83	BIX-02188						
4Y56FH15R6	1,3,5,7-UNDECATETRAENE, (3Z,5E,7E)-						
4Y56U1UNUJ	8-METHOXYQUINOLINE						
4Y5G2A4F6O	3-(P-TOLUENESULFONYL)ACRYLONITRILE, (E)-						
4Y5JV0913Y	NEW ZEALAND BRILL WHOLE						
4Y5P7MUD51	OCTINOXATE	13369.0					
4Y6GQD4915	GALLIUM CHLORIDE						
4Y6R29688W	GALACTOSAMINE				http://purl.obolibrary.org/obo/CHEBI_60312		
4Y711UM25Y	OENANTHE CROCATA WHOLE						
4Y783J46ER	MICROSTOMA FLOCCOSUM FRUITING BODY						
4Y7QW7812D	ONGOKEA GORE SEED OIL						
4Y7R3PBO4V	GLASDEGIB HYDROCHLORIDE						
4Y7UR6X2PO	ARANIDIPINE						
4Y7WD8BN8W	EPICATECHIN-4'-SULFATE						
4Y81Q52008	TRITRIACONTANE						
4Y81YC6CBE	JAPANESE SPINY LOBSTER						
4Y8BMI9YGC	OLPRINONE						
4Y8DQR959R	MONOCHLOROETHYL CHLORAMBUCIL						
4Y8F71G49Q	MALONDIALDEHYDE		http://www.drugbank.ca/drugs/DB03057	http://bio2rdf.org/drugbank:DB03057	http://purl.obolibrary.org/obo/CHEBI_566274		
4Y8N73U5EK	LONGSPINE PORGY, COOKED						
4YBF44H2O7	3,6-DICHLOROSALICYLIC ACID						
4YBM839JAC	ARGATROBAN ANHYDROUS, (21S)-						
4YBQ038S4A	DI-1-PROPENYL SULFIDE, (E,Z)-						
4YC2PY3AEU	PICLOXYDINE						
4YCF3545OY	TETRAFLUOROBORATE ION						
4YCL72577R	SAUSSUREA OBVALLATA WHOLE						
4YD9M5442P	RED DEEPSEA CRAB WHOLE						
4YG62LG876	BGT-226 MALEATE						
4YG6N092H3	BAMBUSA TEXTILIS RESIN						
4YG9UE6EH0	HEPTADECYLAMINE						
4YGF4PQP49	.GAMMA.-TERPINENE						
4YGJ96WTBG	ETHYL PROTOCATECHUATE						
4YH4A7JB42	LOLINE DIHYDROCHLORIDE						
4YI72J28N9	TILIDINE HYDROCHLORIDE						
4YIQ0A94UR	(S)-METHOPRENE						
4YIR8202AX	TALBUTAL						
4YJ94A3D8W	CORYTUBERINE						
4YK5Z54AT2	DENATONIUM BENZOATE	1313232.0					
4YKK4UBI0X	3-NONENOIC ACID						
4YKQ1X5E5Y	FERRIC SULFATE ANHYDROUS						
4YL3GT1EV9	L-829165 F-18						
4YLY5570Y0	DI-N-OCTYL SODIUM SULFOSUCCINATE	1534779.0					
4YM76775EY	XK-469, (R)-						
4YM8Z47QWS	ARMADILLO OFFICINALIS						
4YNV74LJ87	FUSOBACTERIUM NECROPHORUM						
4YO3I9H64B	DRACUNCULUS MEDINENSIS						
4YOH8KN08U	HOGFISH, UNSPECIFIED						
4YOL15R9R8	PODOPHYLLUM HEXANDRUM ROOT						
4YOP58Y695	ZINC LAURATE	1426399.0					
4YP367238K	N-METHYL-1,3-PROPANEDIAMINE						
4YQ01L7BTP	PACIFIC THREADFIN, COOKED						
4YR0DGU31K	IOTHALAMIC ACID I-131						
4YRC0T648G	PIPERIDINE, 1-(1-OXOPENTYL)-2-(3-PYRIDINYL)-, (S)-						
4YRJ46LCJ2	AMMONIUM LINOLEOYL ISETHIONATE						
4YRW73H69V	LYSOZYME HYDROCHLORIDE	1311597.0					
4YS288TJUI	SODIUM SULFITE HEPTAHYDRATE						
4YSI0ZY4W9	SULFALOXIC ACID						
4YU1RZ9141	YELLOWFIN TUNA WHOLE						
4YU2S2NDC4	CALCIUM METABORATE TETRAHYDRATE						
4YU9OA673J	DIHYDROCURCUMIN						
4YWS14FAXH	OCTENYLSUCCINIC ANHYDRIDE						
4YY5150V7D	4-CHLOROPROGESTERONE						
4YY5DJI07Q	HEPTOXIME MONOHYDRATE						
4YZ3KNL0QM	RS-86 FUMARATE						
4YZA3V848T	GONADORELIN MONOACETATE HYDRATE						
4Z03G967MU	POTASSIUM DIDODECYL PHOSPHATE						
4Z0HGP3A8A	4-CHLOROBENZONITRILE						
4Z1AMN7QRB	CYCLEXEDRINE						
4Z1LIZ2LUN	TRIMETHYLSULFONIUM IODIDE						
4Z2B9F365I	ORANGE ROUGHY, COOKED						
4Z2DIE088U	ALCONIL						
4Z2OA6A13N	MANGANESE CITRATE DECAHYDRATE						
4Z481ZM9Z9	GLYCERYL 2-ACETATE						
4Z4G5V1592	PREDNISOLONE 17-ETHYL CARBONATE						
4Z4LZ0OQ38	2-(1-HYDROXYPROPYL)FURAN, (R)-						
4Z4PD4T9ET	ATLANTIC SILVERSIDE WHOLE						
4Z5503552S	GELIDIUM AMANSII						
4Z561295JE	GEUM URBANUM LEAF						
4Z5IN0022H	ALLIUM MACROPETALUM WHOLE						
4Z5Q8TY5GI	MERCAPTOPURINE DISULFIDE						
4Z63YK6E0E	DARATUMUMAB						
4Z680S63EW	ETHANOLAMINE DODECYLBENZENESULFONATE (MIXED ISOMERS)						
4Z71G49H7S	LIGUSTRUM JAPONICUM FRUIT						
4Z74T20FXL	1-METHYLTRIPHENYLENE						
4Z7627500U	DICHLOROETHYLARSINE						
4Z7VLM178S	NORURON						
4Z84BE98DY	ISOPROPAMIDE BROMIDE						
4Z8782KMVT	FLUCLOXACILLIN MAGNESIUM OCTAHYDRATE						
4Z87H0LKUY	HEXACHLOROBENZENE						
4Z881H17NW	2,3,4,7-TETRACHLORODIBENZOFURAN						
4Z8JF5074P	TINOSPORA SINENSIS STEM						
4Z8R6ORS6L	THALIDOMIDE	10432.0			http://purl.obolibrary.org/obo/CHEBI_9513	N0000008663	Decreased Immunologically Active Molecule Activity [PE]
4Z8Y51M438	PROCAINE	8701.0	http://www.drugbank.ca/drugs/DB00721	http://bio2rdf.org/drugbank:DB00721	http://purl.obolibrary.org/obo/CHEBI_8430		
4Z93U4C2WN	PEG-10 SORBITAN LAURATE						
4Z97161Z8Y	FR-221647						
4ZA73QEW2P	NELOTANSERIN						
4ZB6W6B524	SULFANILAMIDE SODIUM						
4ZE15V22RD	7-AMINO-8-OXO-3-((1E)-PROP-1-ENYL)-5-THIA-1-AZABICYCLO(4.2.0)OCT-2-ENE-2-CARBOXYLIC ACID, (6R,7R)-						
4ZE7DBE752	CGP-75355						
4ZE9P33Y7Q	3-PYRIDINEETHANOL						
4ZEC5657YE	SHORTFIN MAKO SHARK, COOKED						
4ZF2PK8YDC	GLYPHOSATE-SODIUM						
4ZF9UZ56C7	XYLAMIDINE TOSYLATE ANHYDROUS						
4ZGQ154PQY	MEPERIDINE ACID						
4ZHG182S25	PENTAERYTHRITOL DIBROMIDE						
4ZI204Y1MC	ACETOACETIC ACID		http://www.drugbank.ca/drugs/DB01762	http://bio2rdf.org/drugbank:DB01762			
4ZK9T6U1F5	ALEURITIC ACID						
4ZM30LZB4R	EXCOECARIA COCHINCHINENSIS WHOLE						
4ZM573199N	PIROHEPTINE HYDROCHLORIDE						
4ZN52I76UM	ALASKA RAZOR WHOLE						
4ZNO631VZI	OPAH WHOLE						
4ZP3Q1OY08	MYRTLE LEAF OIL	1307835.0					
4ZQK79QG54	ETHYL CHOLANATE, (5.BETA.)-						
4ZQO2P8K33	CHOLEST-4-ENE-3,6-DIONE						
4ZR792I587	BISMUTH OXYCHLORIDE	1311517.0					
4ZSF6GBG5S	NISBUTEROL MESYLATE						
4ZWH2B7Q0Q	ARGININE MALATE						
4ZWP7FWI8W	TREPONEMIC SKIN CANKER HUMAN	1367174.0					
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000185372	Non-Standardized Fungal Allergenic Extract [EPC]
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000175629	Increased Histamine Release [PE]
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000184306	Cell-mediated Immunity [PE]
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000185001	Increased IgG Production [PE]
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000169106	Fungal Proteins [Chemical/Ingredient]
4ZWY20GTGO	CLADOSPORIUM CLADOSPORIOIDES	867198.0				N0000171131	Allergens [Chemical/Ingredient]
4ZXX17M1C4	CLOPIPAZAN MESYLATE						
4ZYT6RK5T9	ZIZIPHUS JOAZEIRO BARK						
50007ACW5Z	MONOTRIETHANOLAMINE OLEOYL GLUTAMATE						
5002H7B3FO	VERAPAMIL HYDROCHLORIDE, (-)-						
5003FWN7LY	CETYLAMINE HYDROCHLORIDE						
5004UU3156	DANAPAROID SODIUM						
5007DC589N	ALMACO JACK, COOKED						
5007H57E2L	3,4-DIHYDRO-5-(4-(1-PIPERIDINYL)BUTOXY)-1(2H)-ISOQUINOLINONE						
500AC5XYXO	BENZALAMIDE						
500EG29M73	GENTIANA KURROO WHOLE						
500HI50Z9H	COLISTIN A						
500M0G931K	NNC-711						
500Y9JV943	DEXTROAMPHETAMINE TANNATE						
5013U90I1V	TANG, UNSPECIFIED						
5015H744JQ	ALTANSERIN						
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000185372	Non-Standardized Fungal Allergenic Extract [EPC]
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000175629	Increased Histamine Release [PE]
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000184306	Cell-mediated Immunity [PE]
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000185001	Increased IgG Production [PE]
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000169106	Fungal Proteins [Chemical/Ingredient]
5016WB8B8A	CHAETOMIUM GLOBOSUM	466197.0				N0000171131	Allergens [Chemical/Ingredient]
50181BZ6YT	3-HEXENE, (3Z)-						
5018V4AEZ0	BOSUTINIB	1307619.0	http://www.drugbank.ca/drugs/DB06616	http://bio2rdf.org/drugbank:DB06616		N0000175605	Kinase Inhibitor [EPC]
5018V4AEZ0	BOSUTINIB	1307619.0	http://www.drugbank.ca/drugs/DB06616	http://bio2rdf.org/drugbank:DB06616		N0000175076	Protein Kinase Inhibitors [MoA]
5018V4AEZ0	BOSUTINIB	1307619.0	http://www.drugbank.ca/drugs/DB06616	http://bio2rdf.org/drugbank:DB06616		N0000185503	P-Glycoprotein Inhibitors [MoA]
501948RI66	ACLARUBICIN HYDROCHLORIDE						
501C188SWN	COUMITHOATE						
501CFL162R	HYDROFLUMETHIAZIDE	5495.0	http://www.drugbank.ca/drugs/DB00774	http://bio2rdf.org/drugbank:DB00774		N0000175359	Increased Diuresis [PE]
501CFL162R	HYDROFLUMETHIAZIDE	5495.0	http://www.drugbank.ca/drugs/DB00774	http://bio2rdf.org/drugbank:DB00774		N0000175419	Thiazide Diuretic [EPC]
501CFL162R	HYDROFLUMETHIAZIDE	5495.0	http://www.drugbank.ca/drugs/DB00774	http://bio2rdf.org/drugbank:DB00774		N0000166469	Thiazides [Chemical/Ingredient]
501DQ4609S	AMMONIUM CHROMIC SULFATE DODECAHYDRATE						
501DUR70U5	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE						
501Q5EQ1GM	SULPROSTONE						
501W00OOWA	TARENFLURBIL		http://www.drugbank.ca/drugs/DB05289	http://bio2rdf.org/drugbank:DB05289	http://purl.obolibrary.org/obo/CHEBI_38666		
501W86694Z	OFLOXACIN Q ACID						
50268139XV	BRUCEA JAVANICA FRUIT						
5026Y5M103	16.BETA.-FLUORO-5.ALPHA.-DIHYDROTESTOSTERONE						
5027686086	THYMOCTONAN						
502D5Q149T	1-(1,2-DIBROMOETHYL)-3,4-DIBROMOCYCLOHEXANE						
502FWN4Q32	ALISKIREN	325646.0	http://www.drugbank.ca/drugs/DB09026	http://bio2rdf.org/drugbank:DB09026	http://purl.obolibrary.org/obo/CHEBI_601027	N0000175900	Renin Inhibitor [EPC]
502FWN4Q32	ALISKIREN	325646.0	http://www.drugbank.ca/drugs/DB09026	http://bio2rdf.org/drugbank:DB09026	http://purl.obolibrary.org/obo/CHEBI_601027	N0000175899	Renin Inhibitors [MoA]
502H53WMM0	QUINUCLIUM BROMIDE						
502J88S67B	1-ETHYL-3-METHYLIMIDAZOLIUM ETHYLSULFATE						
502LM1L59E	3-ACETYLPHENYL ETHYL(METHYL)CARBAMATE						
502XN5489H	INFLUENZA B VIRUS B/HONG KONG/330/2001 HEMAGGLUTININ ANTIGEN (PROPIOLACTONE INACTIVATED)	1366998.0					
503016JFDQ	8-THIOMETHYL CYCLIC AMP						
5035B4XL4E	TAXICIN-II						
5035RP211X	2-PENTYL-4-PROPYL-1,3-OXATHIANE, CIS- AND TRANS-(+/-)-						
50373BYM7K	FERULA SINKIANGENSIS WHOLE						
503DKT2NE1	ZIZANIA PALUSTRIS WHOLE						
503IAT6S6X	3.BETA.,13.ALPHA.,14.BETA.,17.ALPHA.,20S)-LANOSTA-8,24-DIEN-3-OL TETRADECANOATE						
503LYG631H	SHEEP WOOL	1593854.0					
503PSW5910	C-CURARINE I DICHLORIDE						
503V0OJW9F	GLYCERYL 2-LINOLENATE						
50402RV849	SERPENTINE PERCHLORATE						
5041RX63GN	TRIMETHYLSILOXYSILICATE (M/Q 0.6-0.8)	1426677.0					
5041RX63GN	TRIMETHYLSILOXYSILICATE (M/Q 0.6-0.8)	1426948.0					
5041YB02N8	ADONIS AESTIVALIS VAR. PALAESTINA WHOLE						
50438DCU69	PEG-120 DISTEARATE						
504594S72S	1-BROMO-1,1,2,2,3,3-HEXAFLUOROPROPANE						
5045BN9JGK	2,2-DICHLORO-N-METHYLACETAMIDE						
5045XZ24IY	1,2-DIPALMITOYL-SN-GLYCERO-3-(PHOSPHO-RAC-(1-GLYCEROL))	1424658.0					
5046UKT60S	HYDROGEN CATION						
5046WWA5VH	5-AMINO-N,N'-BIS(2,3-DIHYDROXYPROPYL)-2,4,6-TRIIODOBENZENE-1,3-DICARBOXAMIDE						
5046XLZ0IE	SHORTFIN CORVINA WHOLE						
504G362H0H	MIRODENAFIL						
504LR309YV	SULNIDAZOLE						
504R182ZX7	APOVINCAMINE						
504RN634MM	KETOTREXATE						
504ZAM710C	FUCOSTEROL						
505381240S	CLEOME GYNANDRA LEAF						
50538BG43J	PA-2808						
505434F98H	CAPOBENATE SODIUM						
50560UL2YV	CUCUMIS SATIVUS WHOLE	1484279.0					
5057C1Z474	17.BETA.-HYDROXY-5.ALPHA.-ANDROSTANE ACETATE						
505AFM77VU	ISOAMYL BUTYRATE	1314272.0					
505GKC6541	ABELMOSCHUS ESCULENTUS WHOLE						
505NO62X9Z	AMIDOX						
505T7I6NAV	DESMOSTACHYA BIPINNATA WHOLE						
505TLP46J6	IODIDE ION I-126						
50605O2ZNS	TENAPANOR HYDROCHLORIDE						
50615SV0IM	1,3,5-HEPTATRIENE, (3E,5Z)-						
506E4PD858	NONIOSIDE B						
506ELA8I6G	USTILAGO HORDEI					N0000185372	Non-Standardized Fungal Allergenic Extract [EPC]
506ELA8I6G	USTILAGO HORDEI					N0000175629	Increased Histamine Release [PE]
506ELA8I6G	USTILAGO HORDEI					N0000184306	Cell-mediated Immunity [PE]
506ELA8I6G	USTILAGO HORDEI					N0000185001	Increased IgG Production [PE]
506ELA8I6G	USTILAGO HORDEI					N0000169106	Fungal Proteins [Chemical/Ingredient]
506ELA8I6G	USTILAGO HORDEI					N0000171131	Allergens [Chemical/Ingredient]
506LI1B3A3	VALOMACICLOVIR STEARATE						
506NY8085H	3-OXOCITALOPRAM						
506T60A25R	SORBITOL	9945.0	http://www.drugbank.ca/drugs/DB01638	http://bio2rdf.org/drugbank:DB01638	http://purl.obolibrary.org/obo/CHEBI_30911		
506T8KTW5Q	PENTISOMIDE						
50724WA0MA	INDOSPICINE HYDROCHLORIDE MONOHYDRATE						
50724Y1H75	AILANTHUS EXCELSA WHOLE						
507300N046	LINOLETH-25						
5076Y69ZZT	ASCORBYL SITOSTANOL PHOSPHATE						
5077EL0C60	CAMELLIA OLEIFERA LEAF	1305549.0					
507OAG301U	STACHYDRINE MONOHYDRATE						
5081S2768T	ERUCA VESICARIA SUBSP. SATIVA WHOLE						
50846Z4IGO	SHARPCHIN ROCKFISH WHOLE						
508ISH42Z9	BOLAZINE						
508SPW3T3P	3,5,5-TRIMETHYLCYCLOHEXYL METHACRYLATE						
508XL61MPD	KAEMPFERIDE						
5092J5M42W	DECYL BUTYRATE						
5092U85G58	DACOMITINIB						
50936QM86D	ISOPROPYL TIGLATE						
5095Y4X4YK	SULGLYCAPIN						
5099K4JI8K	SOPHORABIOSIDE						
509AWC2378	MUSA BASJOO SEED						
509F88P9SZ	PERMETHRIN	33199.0			http://purl.obolibrary.org/obo/CHEBI_34911	N0000006014	Pyrethrins [Chemical/Ingredient]
509F88P9SZ	PERMETHRIN	33199.0			http://purl.obolibrary.org/obo/CHEBI_34911	N0000175847	Pyrethroid [EPC]
509JHA1KAJ	LAURCETIUM CHLORIDE						
509K3M4KDO	1-(4,6-DIISOPROPYL-1,1-DIMETHYL-5-INDANYL)-1-PROPANONE						
509X20752R	ARABINOSE, DL-						
509Z5IPG9E	RHODODENDRON ARBOREUM WHOLE						
509ZC7GCQE	ALLOXANTIN DIHYDRATE						
50A464U6E7	DELAPRIL DIACID						
50A63WC635	SUMMER FLOUNDER						
50AIF51OCI	3,4-DIMETHYL 1,2-CYCLOPENTANDIONE						
50BG2854L0	DIPHENYLKETENE						
50C1307PZG	PENTYLENE GLYCOL	1362880.0					
50C57V75YY	LONG-SPINED RED BREAM WHOLE						
50C9ER795G	SOUTHERN BROWN SHRIMP WHOLE						
50CX1FV0TI	PERILLA FRUTESCENS FLOWER						
50D2ZE9219	MELISSA OFFICINALIS LEAF	1307836.0					
50D3OM9Y02	SARMENTOCYMARIN						
50D69ZKZ7M	MEQUITAMIUM IODIDE						
50D9H64DA5	NAMORADO SANDPERCH WHOLE						
50D9XSG0VR	MECHLORETHAMINE	6674.0	http://www.drugbank.ca/drugs/DB00888	http://bio2rdf.org/drugbank:DB00888		N0000000236	Alkylating Activity [MoA]
50D9XSG0VR	MECHLORETHAMINE	6674.0	http://www.drugbank.ca/drugs/DB00888	http://bio2rdf.org/drugbank:DB00888		N0000175558	Alkylating Drug [EPC]
50E260R1P8	O-METHYLNIMBIOL						
50FH5AG9RW	BETAMETHASONE BUTYRATE PROPIONATE						
50FKX8CB2Y	PATISIRAN						
50GD5SL4QA	ARTEMISIA DRACUNCULUS WHOLE						
50H0N03SQU	N1-(2-METHOXY-4-METHYLBENZYL)-N2-(2-(5-METHYLPYRIDIN-2-YL)ETHYL)OXALAMIDE						
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000175629	Increased Histamine Release [PE]
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000184306	Cell-mediated Immunity [PE]
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000185001	Increased IgG Production [PE]
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000185000	Pollen [Chemical/Ingredient]
50HCQ1NYV5	POA COMPRESSA POLLEN	1014731.0				N0000171131	Allergens [Chemical/Ingredient]
50HEA3Q4FM	YELLOWMOUTH GROUPER						
50HX07BAJU	NIVIMEDONE SODIUM ANHYDROUS						
50I23C5UOR	ASTUPROTIMUT-R						
50I4F521Q4	POTASSIUM 6-AMINONICOTINATE						
50I65NU3DV	BIS(BUTYLBENZOATE) DIAMINOTRIAZINE AMINOPROPYLTRISILOXANE						
50I7195N1X	SPHOEROIDES PUFFER, COOKED						
50IE5H22B2	UPROSERTIB HYDROCHLORIDE						
50IM3U36N2	CYMBALARIA MURALIS WHOLE						
50IRX6VLIF	AMMONIUM LAURATE	1442516.0					
50IY2AXR5Q	KETOPROFEN AMIDE						
50J46K337V	YELLOWBELLY FLOUNDER WHOLE						
50J4V3X4H8	MELIA AZEDARACH FRUIT	1428838.0					
50J79IAT4T	DWARF STURGEON WHOLE						
50J9732WBG	PHENOLSULFONEPHTHALEIN SODIUM						
50JLJ1Z4KG	AECHL-1						
50JZ5Z98QY	MARITIME PINE	1368708.0					
50L0S38I2D	NICKEL NITRATE						
50L35LKK9W	GENTIANELLA QUINQUEFOLIA						
50L53EN043	ISOAMYL FORMATE						
50LFG02TXD	ESKETAMINE				http://purl.obolibrary.org/obo/CHEBI_60799		
50LH4BZ6MD	4-BIPHENYLOL				http://purl.obolibrary.org/obo/CHEBI_34422		
50LIA3DGN1	PENTAERYTHRITYL TETRAACRYLATE						
50LJ8395PN	DIFETARSONE SODIUM						
50LM4E7MG3	FENUGREEK SEED OIL						
50LQB69S1Z	HYDROCORTISONE SODIUM SUCCINATE	235483.0					
50LV9A548L	LODOXAMIDE TROMETHAMINE	28859.0					
50M4ORZ9YG	4-(4-BROMOPHENYL)-1-(4-(4-(4-(4-BROMOPHENYL)-4-HYDROXYPIPERIDIN-1-YL)PHENYL)-4-OXOBUTYL)PIPERIDIN-4-YL DECANOATE						
50MD4SB4AP	CICLOPIROX OLAMINE	52172.0					
50MYV73Y91	PEG-12 MYRISTAMINE						
50N4ZG969Z	COMMELINA COMMUNIS WHOLE						
50NB6Z9LUW	CUSPAREINE						
50NP6JJ975	GLYOXAL	4967.0					
50P2A74E4Z	INFLUENZA A VIRUS A/TEXAS/50/2012 X-223A (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED)	1541617.0					
50PLH4M73W	3,4-DIMETHOXYSTYRENE						
50PN6JXE5M	FORTIMICIN B						
50PW0N01U8	2,2',3,3',4,4',6-HEPTACHLORODIPHENYL ETHER						
50Q0BKI52F	BIS(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-TRICOSAFLUORO-1-TRIDECANOL) HYDROGEN PHOSPHATE						
50Q2Q042YR	FOSOPAMINE						
50Q6LI773L	TRILETIDE						
50QA4YCP7F	CHOLESTERYL BUTYRATE						
50S3CUW204	MUREX SPP.						
50S40MPD5U	LIXAZINONE SULFATE						
50S7W5M9ZZ	IPODATE CALCIUM						
50SBH18JO5	3-(2-METHYL-1,3-DITHIOLAN-2-YL)-1H-INDOLE						
50SFF9J0AT	ROUGHEYE ROCKFISH, COOKED						
50SG618FGN	DIPHTHERIAL RESPIRATORY PSEUDOMEMBRANE HUMAN	1648415.0					
50SG953SK6	MITOMYCIN	632.0	http://www.drugbank.ca/drugs/DB00305	http://bio2rdf.org/drugbank:DB00305	http://purl.obolibrary.org/obo/CHEBI_27504	N0000000236	Alkylating Activity [MoA]
50SG953SK6	MITOMYCIN	632.0	http://www.drugbank.ca/drugs/DB00305	http://bio2rdf.org/drugbank:DB00305	http://purl.obolibrary.org/obo/CHEBI_27504	N0000175558	Alkylating Drug [EPC]
50SZ4782J0	ATIPROSIN MALEATE						
50T4JF2H1K	1-CHLORO-4-HYDROXYANTHRAQUINONE						
50TEX4842R	SOLVENT RED 135						
50TXN55E4A	2-CHLOROPROPENE						
50U0Z120RS	NIVAZOL						
50U317Z43G	2,5-DIMETHOXY-4-((CYCLOPROPYLMETHYL)THIO)PHENETHYLAMINE						
50U63C1TZD	PF-1185A						
50U6669ANN	MONOTRIETHANOLAMINE STEAROYL GLUTAMATE						
50UM64RMBJ	SINIGRIN						
50V54399VP	2-(2-ACETYLHYDRAZINO)-7-CHLORO-5-PHENYL-3H-1,4-BENZODIAZEPINE						
50V5RBU89I	FOSFOMYCIN (R)-1-PHENETHYLAMINE						
50V8GKY4T3	A-85380, 2-FLUORO, F-18						
50VV3VW0TI	ATENOLOL	1202.0			http://purl.obolibrary.org/obo/CHEBI_55352	N0000000161	Adrenergic beta-Antagonists [MoA]
50VV3VW0TI	ATENOLOL	1202.0			http://purl.obolibrary.org/obo/CHEBI_55352	N0000175556	beta-Adrenergic Blocker [EPC]
50X83W774R	LONGFIN SQUID WHOLE						
50XB37EKN8	PEGADRICASE						
50XR85X7PZ	NONYL 2,4,5-T						
50XT325OOH	TRIISOSTEARYL CITRATE	1539636.0					
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000175629	Increased Histamine Release [PE]
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000184306	Cell-mediated Immunity [PE]
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000171131	Allergens [Chemical/Ingredient]
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
50Y07N9X03	PERCH, UNSPECIFIED	976711.0				N0000185014	Fish Proteins, Dietary [Chemical/Ingredient]
50Y163LK8Q	MOTAVIZUMAB						
50YAQ4FM5D	GOLDEN REDFISH, COOKED						
50YL4KP63A	TRIPIPERIDINEPHOSPHINE OXIDE						
50YXD1YX7G	BENZYLETHYLDIMETHYLAMMONIUM CHLORIDE						
50Z1JVP72H	ANTIENITE						
50Z20GQP23	PLANTEOSE						
50Z9596NJ3	N-(CYCLOHEXYLTHIO)PHTHALIMIDE						
50Z9A3423Z	4-CYANOBENZOIC ACID						
50ZO25C11D	DACLATASVIR DIHYDROCHLORIDE	1606217.0					
50ZWR3FQFE	DICENTRINE METHIODIDE						
50ZZ400S65	PACIFIC WHITING						
5101OP7P2I	SACCHARIN CALCIUM	1362912.0					
51033AL53F	PEG-4 CAPRYLAMINE						
510791NN30	ACOTIAMIDE HYDROCHLORIDE ANHYDROUS						
510794F9KY	4-(1-ETHYL-1,4-DIMETHYLPENTYL)PHENOL						
51086HBW8G	RIZATRIPTAN	88014.0	http://www.drugbank.ca/drugs/DB00953	http://bio2rdf.org/drugbank:DB00953	http://purl.obolibrary.org/obo/CHEBI_48273	N0000175763	Serotonin 1b Receptor Agonists [MoA]
51086HBW8G	RIZATRIPTAN	88014.0	http://www.drugbank.ca/drugs/DB00953	http://bio2rdf.org/drugbank:DB00953	http://purl.obolibrary.org/obo/CHEBI_48273	N0000175764	Serotonin 1d Receptor Agonists [MoA]
51086HBW8G	RIZATRIPTAN	88014.0	http://www.drugbank.ca/drugs/DB00953	http://bio2rdf.org/drugbank:DB00953	http://purl.obolibrary.org/obo/CHEBI_48273	N0000175765	Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]
510M006KO6	ELTOPRAZINE						
510SJZ1Y6L	DIBENZEPIN						
5113G7FP34	CP-376395						
51161H35GJ	SOMETRIPOR						
511BQ884F7	PISCIDIC ACID						
511F69K76Y	TAUROMUSTINE						
511H72SDVX	SODIUM 2-ANTHRAQUINONESULFONATE						
511IU0826Z	HEXYLCAINE						
511VMJ8QZ4	SYZYGIUM CUMINI FRUIT						
5120ZH21JA	PROPYLPARABEN CALCIUM						
512167S2L1	LONGFIN SQUID						
51217XIL5L	LAVANDULA ANGUSTIFOLIA WHOLE	1376346.0					
512243B4TP	2-MERCAPTOACETAMIDE						
5123Q291S5	PIRDONIUM BROMIDE						
