FDAPreferredTerm|DrugBankDrugString|CHEBI
PROSTACYCLIN|Epoprostenol|http://purl.obolibrary.org/obo/CHEBI_15552
PROVENTIL|Salbutamol|http://purl.obolibrary.org/obo/CHEBI_2549
PROZAC|Fluoxetine|http://purl.obolibrary.org/obo/CHEBI_5118
PS-341|Bortezomib|http://purl.obolibrary.org/obo/CHEBI_52717
P-SALICYLIC ACID|P-Hydroxybenzoic Acid|http://purl.obolibrary.org/obo/CHEBI_30763
PSEUDOEPHEDRINE|Pseudoephedrine|http://purl.obolibrary.org/obo/CHEBI_51209
PSEUDOTROPANOL|Pseudotropine|http://purl.obolibrary.org/obo/CHEBI_15742
PTEROYLGLUTAMIC ACID|Folic Acid|http://purl.obolibrary.org/obo/CHEBI_27470
P-TOLUENESULFONIC ACID|Para-Toluene Sulfonate|http://purl.obolibrary.org/obo/CHEBI_27849
PURINE RIBOSIDE|Purine Riboside|http://purl.obolibrary.org/obo/CHEBI_18255
PYRAZOLE|Pyrazole|http://purl.obolibrary.org/obo/CHEBI_17241
PYRIDOXAL 5-PHOSPHATE|Pyridoxal Phosphate|http://purl.obolibrary.org/obo/CHEBI_18405
PYRIDOXAL PHOSPHATE|Pyridoxal Phosphate|http://purl.obolibrary.org/obo/CHEBI_18405
PYRIDOXALDEHYDE|Pyridoxal|http://purl.obolibrary.org/obo/CHEBI_17310
PYRIDOXINE 5-PHOSPHATE|Pyridoxine-5'-Phosphate|http://purl.obolibrary.org/obo/CHEBI_28803
PYRIDOXINE PHOSPHATE|Pyridoxine-5'-Phosphate|http://purl.obolibrary.org/obo/CHEBI_28803
PYRIDOXOL|Pyridoxine|http://purl.obolibrary.org/obo/CHEBI_16709
PYRILAMINE|Mepyramine|http://purl.obolibrary.org/obo/CHEBI_6762
PYRIMETHAMINE|Pyrimethamine|http://purl.obolibrary.org/obo/CHEBI_8673
PYRINISTOL|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
PYROPHOSPHORIC ACID|Diphosphate|http://purl.obolibrary.org/obo/CHEBI_29888
QUETIAPINE|Quetiapine|http://purl.obolibrary.org/obo/CHEBI_8707
QUINAPRIL|Quinapril|http://purl.obolibrary.org/obo/CHEBI_8713
QUINESTROL|Quinestrol|http://purl.obolibrary.org/obo/CHEBI_8716
RABEPRAZOLE|Rabeprazole|http://purl.obolibrary.org/obo/CHEBI_8768
RALOXIFENE|Raloxifene|http://purl.obolibrary.org/obo/CHEBI_8772
RANITIDINE|Ranitidine|http://purl.obolibrary.org/obo/CHEBI_8776
RAPAMUNE|Sirolimus|http://purl.obolibrary.org/obo/CHEBI_9168
RAPAMYCIN|Sirolimus|http://purl.obolibrary.org/obo/CHEBI_9168
REGORAFENIB|Regorafenib|http://purl.obolibrary.org/obo/CHEBI_68647
RELENZA|Zanamivir|http://purl.obolibrary.org/obo/CHEBI_50663
RENOVA|Tretinoin|http://purl.obolibrary.org/obo/CHEBI_15367
RESTRYL|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
RETIGABINE|Ezogabine |http://purl.obolibrary.org/obo/CHEBI_68584
RETINOIC ACID|Tretinoin|http://purl.obolibrary.org/obo/CHEBI_15367
REVIPARIN|Heparin|http://purl.obolibrary.org/obo/CHEBI_28304
REVLIMID|Lenalidomide|http://purl.obolibrary.org/obo/CHEBI_63791
RHAMNOLUTEIN|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
RIBOFLAVIN|Riboflavin|http://purl.obolibrary.org/obo/CHEBI_17015
RIBOFLAVINE|Riboflavin|http://purl.obolibrary.org/obo/CHEBI_17015
RIBOFLAVINUM|Riboflavin|http://purl.obolibrary.org/obo/CHEBI_17015
RIDAURA|Auranofin|http://purl.obolibrary.org/obo/CHEBI_2922
RIFAMPICIN|Rifampicin|http://purl.obolibrary.org/obo/CHEBI_28077
RIFAMPIN|Rifampicin|http://purl.obolibrary.org/obo/CHEBI_28077
RILPIVIRINE|Rilpivirine|http://purl.obolibrary.org/obo/CHEBI_68606
RINDERON|Betamethasone|http://purl.obolibrary.org/obo/CHEBI_3077
RISPERDAL|Risperidone|http://purl.obolibrary.org/obo/CHEBI_8871
RISPERIDONE|Risperidone|http://purl.obolibrary.org/obo/CHEBI_8871
RIVAROXABAN|Rivaroxaban|http://purl.obolibrary.org/obo/CHEBI_68579
RIZATRIPTAN|Rizatriptan|http://purl.obolibrary.org/obo/CHEBI_48273
RO 1-9569|Tetrabenazine|http://purl.obolibrary.org/obo/CHEBI_9467
ROBIGENIN|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
ROCALTROL|Calcitriol|http://purl.obolibrary.org/obo/CHEBI_17823
ROFLUMILAST|Roflumilast|http://purl.obolibrary.org/obo/CHEBI_47657
ROGAINE|Minoxidil|http://purl.obolibrary.org/obo/CHEBI_6942
ROLICYCLIDINE|Rolicyclidine|http://purl.obolibrary.org/obo/CHEBI_60805
ROPINIROLE|Ropinirole|http://purl.obolibrary.org/obo/CHEBI_8888
ROPIVACAINE|Ropivacaine|http://purl.obolibrary.org/obo/CHEBI_8890
ROSIGLITAZONE|Rosiglitazone|http://purl.obolibrary.org/obo/CHEBI_50122
ROWASA|Mesalazine|http://purl.obolibrary.org/obo/CHEBI_6775
RUFEN|Ibuprofen|http://purl.obolibrary.org/obo/CHEBI_5855
RUTOSIDE|Rutin|http://purl.obolibrary.org/obo/CHEBI_28527
RUXOLITINIB|Ruxolitinib|http://purl.obolibrary.org/obo/CHEBI_66919
SACCHAROSE|Sucrose|http://purl.obolibrary.org/obo/CHEBI_17992
SALBUTAMOL|Salbutamol|http://purl.obolibrary.org/obo/CHEBI_2549
SALICYLAZOSULFAPYRIDINE|Sulfasalazine|http://purl.obolibrary.org/obo/CHEBI_9334
SALICYLIC ACID ACETATE|Acetylsalicylic acid|http://purl.obolibrary.org/obo/CHEBI_15365
SALIPURPOL|Naringenin|http://purl.obolibrary.org/obo/CHEBI_17846
SANDIMMUNE|Cyclosporine|http://purl.obolibrary.org/obo/CHEBI_4031
SANDOPARIN|Heparin|http://purl.obolibrary.org/obo/CHEBI_28304
SCH 503034|Boceprevir |http://purl.obolibrary.org/obo/CHEBI_68621
SCH 52365|Temozolomide|http://purl.obolibrary.org/obo/CHEBI_72564
SCOPOLAMINE|Scopolamine|http://purl.obolibrary.org/obo/CHEBI_16794
SECBUTABARBITAL|Butabarbital|http://purl.obolibrary.org/obo/CHEBI_3228
SEC-BUTANOL|2-Butanol|http://purl.obolibrary.org/obo/CHEBI_35687
SEC-BUTYL ALCOHOL|2-Butanol|http://purl.obolibrary.org/obo/CHEBI_35687
SECOBARBITAL|Secobarbital|http://purl.obolibrary.org/obo/CHEBI_9073
SECONAL|Secobarbital|http://purl.obolibrary.org/obo/CHEBI_9073
SELEGILINE|Selegiline|http://purl.obolibrary.org/obo/CHEBI_50217
SEMIKON|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
SERAX|Oxazepam|http://purl.obolibrary.org/obo/CHEBI_7823
SERINE|L-Serine|http://purl.obolibrary.org/obo/CHEBI_17115
SERLECT|Sertindole|http://purl.obolibrary.org/obo/CHEBI_9122
SERPALAN|Reserpine|http://purl.obolibrary.org/obo/CHEBI_28487
SERTINDOLE|Sertindole|http://purl.obolibrary.org/obo/CHEBI_9122
SERTRALINE|Sertraline|http://purl.obolibrary.org/obo/CHEBI_9123
SEVOFLURANE|Sevoflurane|http://purl.obolibrary.org/obo/CHEBI_9130
SILDENAFIL|Sildenafil|http://purl.obolibrary.org/obo/CHEBI_9139
SILVADENE|Silver sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9142
SILVER SULFADIAZINE|Silver sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9142
SIMDAX|Levosimendan|http://purl.obolibrary.org/obo/CHEBI_50567
SIMVASTATIN|Simvastatin|http://purl.obolibrary.org/obo/CHEBI_9150
SINAPINIC ACID|SINAPINATE|http://purl.obolibrary.org/obo/CHEBI_15714
SIROLIMUS|Sirolimus|http://purl.obolibrary.org/obo/CHEBI_9168
SLEEPWELL|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
SM|Streptomycin|http://purl.obolibrary.org/obo/CHEBI_17076
SODIUM ACID CARBONATE|Sodium bicarbonate|http://purl.obolibrary.org/obo/CHEBI_32139
SODIUM BICARBONATE|Sodium bicarbonate|http://purl.obolibrary.org/obo/CHEBI_32139
SODIUM DODECYL SULPHATE|Sodium lauryl sulfate|http://purl.obolibrary.org/obo/CHEBI_8984
SODIUM HYDROGEN CARBONATE|Sodium bicarbonate|http://purl.obolibrary.org/obo/CHEBI_32139
SODIUM LAURYL SULFATE|Sodium lauryl sulfate|http://purl.obolibrary.org/obo/CHEBI_8984
SODIUM LAURYL SULPHATE|Sodium lauryl sulfate|http://purl.obolibrary.org/obo/CHEBI_8984
SODIUM STIBOGLUCONATE|Sodium stibogluconate|http://purl.obolibrary.org/obo/CHEBI_28148
SOPHORETIN|Quercetin|http://purl.obolibrary.org/obo/CHEBI_16243
SOPHORICOL|Genistein|http://purl.obolibrary.org/obo/CHEBI_28088
SORAFENIB|Sorafenib|http://purl.obolibrary.org/obo/CHEBI_50924
SORIATANE|Acitretin|http://purl.obolibrary.org/obo/CHEBI_50173
SPHINGENINE|Sphingosine|http://purl.obolibrary.org/obo/CHEBI_16393
SPIRONOLACTONE|Spironolactone|http://purl.obolibrary.org/obo/CHEBI_9241
STACHYDRINE|Proline Betaine|http://purl.obolibrary.org/obo/CHEBI_35280
STANOLONE|Dihydrotestosterone|http://purl.obolibrary.org/obo/CHEBI_16330
STAUROSPORIN|Staurosporine|http://purl.obolibrary.org/obo/CHEBI_15738
STENDRA|Avanafil|http://purl.obolibrary.org/obo/CHEBI_66876
STREPTOMYCIN|Streptomycin|http://purl.obolibrary.org/obo/CHEBI_17076
STREPTOZOCIN|Streptozocin|http://purl.obolibrary.org/obo/CHEBI_9288
STRODIVAL|Ouabain|http://purl.obolibrary.org/obo/CHEBI_472805
SUFENTANIL|Sufentanil|http://purl.obolibrary.org/obo/CHEBI_9316
SULFACETAMIDE|Sulfacetamide|http://purl.obolibrary.org/obo/CHEBI_63845
SULFADIAZINE|Sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9328
SULFADIAZINE SILVER SALT|Silver sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9142
SULFADIMETHYLPYRIMIDINE|Sulfamethazine|http://purl.obolibrary.org/obo/CHEBI_102265
SULFADIMIDINE|Sulfamethazine|http://purl.obolibrary.org/obo/CHEBI_102265
SULFADOXINE|Sulfadoxine|http://purl.obolibrary.org/obo/CHEBI_9329
SULFAFURAZOLE|Sulfisoxazole|http://purl.obolibrary.org/obo/CHEBI_102484
SULFAMERAZINE|Sulfamerazine|http://purl.obolibrary.org/obo/CHEBI_102130
SULFAMETHIZOLE|Sulfamethizole|http://purl.obolibrary.org/obo/CHEBI_9331
SULFAMEZATHINE|Sulfamethazine|http://purl.obolibrary.org/obo/CHEBI_102265
SULFAMOXOLE|Sulfamoxole|http://purl.obolibrary.org/obo/CHEBI_55548
SULFAPYRIDINE|Sulfapyridine|http://purl.obolibrary.org/obo/CHEBI_132842
SULFASALAZINE|Sulfasalazine|http://purl.obolibrary.org/obo/CHEBI_9334
SULFATHIAZOLE|Sulfathiazole|http://purl.obolibrary.org/obo/CHEBI_9337
SULINDAC|Sulindac|http://purl.obolibrary.org/obo/CHEBI_9352
SULPHADIAZINE|Sulfadiazine|http://purl.obolibrary.org/obo/CHEBI_9328
SULPHADIMETHOXINE|Sulfadimethoxine|http://purl.obolibrary.org/obo/CHEBI_32161
SULPHADOXINE|Sulfadoxine|http://purl.obolibrary.org/obo/CHEBI_9329
SULPHAFURAZOLE|Sulfisoxazole|http://purl.obolibrary.org/obo/CHEBI_102484
SULPHAMERAZINE|Sulfamerazine|http://purl.obolibrary.org/obo/CHEBI_102130
SULPHAMOXOLE|Sulfamoxole|http://purl.obolibrary.org/obo/CHEBI_55548
SULPHAPYRIDINE|Sulfapyridine|http://purl.obolibrary.org/obo/CHEBI_132842
SULPHATHIAZOLE|Sulfathiazole|http://purl.obolibrary.org/obo/CHEBI_9337
SUMATRIPTAN|Sumatriptan|http://purl.obolibrary.org/obo/CHEBI_10650
SUNITINIB|Sunitinib|http://purl.obolibrary.org/obo/CHEBI_38940
SUPRACYCLIN|Doxycycline|http://purl.obolibrary.org/obo/CHEBI_50845
SUPRANE|Desflurane|http://purl.obolibrary.org/obo/CHEBI_4445
SUPROFEN|Suprofen|http://purl.obolibrary.org/obo/CHEBI_9362
SUTENT|Sunitinib|http://purl.obolibrary.org/obo/CHEBI_38940
SUXAMETHONIUM|Succinylcholine|http://purl.obolibrary.org/obo/CHEBI_45652
SWARTZIOL|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
SYM-TRICHLOROBENZENE|1,3,5-Trichloro-Benzene|http://purl.obolibrary.org/obo/CHEBI_49916
TABLE SUGAR|Sucrose|http://purl.obolibrary.org/obo/CHEBI_17992
TACROLIMUS ANHYDROUS|Tacrolimus|http://purl.obolibrary.org/obo/CHEBI_61049
TAFLUPROST|Tafluprost|http://purl.obolibrary.org/obo/CHEBI_66899
TAMSULOSIN|Tamsulosin|http://purl.obolibrary.org/obo/CHEBI_9398
TAPAZOLE|Methimazole|http://purl.obolibrary.org/obo/CHEBI_50673
TASOCITINIB|Tofacitinib|http://purl.obolibrary.org/obo/CHEBI_71200
TAZAROTENE|Tazarotene|http://purl.obolibrary.org/obo/CHEBI_32184
TAZORAC|Tazarotene|http://purl.obolibrary.org/obo/CHEBI_32184
TEDUGLUTIDE|Teduglutide |http://purl.obolibrary.org/obo/CHEBI_72305
TEGASEROD|Tegaserod|http://purl.obolibrary.org/obo/CHEBI_51043
TELAVANCIN HYDROCHLORIDE|Telavancin|http://purl.obolibrary.org/obo/CHEBI_71226
TELMISARTAN|Telmisartan|http://purl.obolibrary.org/obo/CHEBI_9434
TEMODAL|Temozolomide|http://purl.obolibrary.org/obo/CHEBI_72564
TEMODAR|Temozolomide|http://purl.obolibrary.org/obo/CHEBI_72564
TEMOZOLOMIDE|Temozolomide|http://purl.obolibrary.org/obo/CHEBI_72564
TENOFOVIR|Tenofovir|http://purl.obolibrary.org/obo/CHEBI_63625
TEP|Triethyl Phosphate|http://purl.obolibrary.org/obo/CHEBI_45927
TERAZOSIN|Terazosin|http://purl.obolibrary.org/obo/CHEBI_9445
TERIFLUNOMIDE|Teriflunomide|http://purl.obolibrary.org/obo/CHEBI_68540
TERTROXIN|Liothyronine|http://purl.obolibrary.org/obo/CHEBI_18258
TESLAC|Testolactone|http://purl.obolibrary.org/obo/CHEBI_9460
TESTOSTERONE|Testosterone|http://purl.obolibrary.org/obo/CHEBI_17347
TESTRED|Methyltestosterone|http://purl.obolibrary.org/obo/CHEBI_27436
TETRABENAZINE|Tetrabenazine|http://purl.obolibrary.org/obo/CHEBI_9467
TETRACYCLINE|Tetracycline|http://purl.obolibrary.org/obo/CHEBI_27902
TETRAETHYLAMMONIUM ION|Tetraethylammonium|http://purl.obolibrary.org/obo/CHEBI_44296
TETRAETHYLTHIURAM DISULFIDE|Disulfiram|http://purl.obolibrary.org/obo/CHEBI_4659
TETRAETHYLTHIURAM DISULPHIDE|Disulfiram|http://purl.obolibrary.org/obo/CHEBI_4659
TETRAHYDROXYADIPIC ACID|Glucarate|http://purl.obolibrary.org/obo/CHEBI_17301
TETRAMETHYLENEDIAMINE|Putrescine|http://purl.obolibrary.org/obo/CHEBI_17148
TETRAMETHYL-P-BENZOQUINONE|Duroquinone|http://purl.obolibrary.org/obo/CHEBI_42023
TETRATHIOMOLYBDATE|Tetrathiomolybdate|http://purl.obolibrary.org/obo/CHEBI_30703
THENYLPYRAMINE|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
THEOPHYLLINE ANHYDROUS|Theophylline|http://purl.obolibrary.org/obo/CHEBI_28177
THIAMAZOLE|Methimazole|http://purl.obolibrary.org/obo/CHEBI_50673
THIETHYLPERAZINE|Thiethylperazine|http://purl.obolibrary.org/obo/CHEBI_9544
THIOGLYCOL|Beta-Mercaptoethanol|http://purl.obolibrary.org/obo/CHEBI_41218
THIOGUANINE|Thioguanine|http://purl.obolibrary.org/obo/CHEBI_9555
THIONYLAN|Methapyrilene|http://purl.obolibrary.org/obo/CHEBI_6820
THIOPENTONE|Thiopental|http://purl.obolibrary.org/obo/CHEBI_102166
THIOPROPERAZINE|Thioproperazine|http://purl.obolibrary.org/obo/CHEBI_59120
THIOPROPERAZINUM|Thioproperazine|http://purl.obolibrary.org/obo/CHEBI_59120
THIORIDAZINE|Thioridazine|http://purl.obolibrary.org/obo/CHEBI_9566
THR|L-Threonine|http://purl.obolibrary.org/obo/CHEBI_16857
THREONINE|L-Threonine|http://purl.obolibrary.org/obo/CHEBI_16857
THYMIDINE 5'-TRIPHOSPHATE|Thymidine-5'-Triphosphate|http://purl.obolibrary.org/obo/CHEBI_18077
THYMIN|Thymine|http://purl.obolibrary.org/obo/CHEBI_17821
TIABENDAZOLE|Thiabendazole|http://purl.obolibrary.org/obo/CHEBI_45979
TIAPROFENIC ACID|Tiaprofenic acid|http://purl.obolibrary.org/obo/CHEBI_32221
TICARCILLIN|Ticarcillin|http://purl.obolibrary.org/obo/CHEBI_9587
TICLOPIDINE|Ticlopidine|http://purl.obolibrary.org/obo/CHEBI_9588
TIKOSYN|Dofetilide|http://purl.obolibrary.org/obo/CHEBI_4681
TIMNODONIC ACID|Icosapent|http://purl.obolibrary.org/obo/CHEBI_28364
TIOGUANINE|Thioguanine|http://purl.obolibrary.org/obo/CHEBI_9555
TIROFIBAN|Tirofiban|http://purl.obolibrary.org/obo/CHEBI_9605
TNT|Trinitrotoluene|http://purl.obolibrary.org/obo/CHEBI_46053
TOCAINIDE|Tocainide|http://purl.obolibrary.org/obo/CHEBI_9611
TOFACITINIB|Tofacitinib|http://purl.obolibrary.org/obo/CHEBI_71200
TOLBUTAMIDE|Tolbutamide|http://purl.obolibrary.org/obo/CHEBI_27999
TOLRESTAT|Tolrestat|http://purl.obolibrary.org/obo/CHEBI_48549
TOLTERODINE|Tolterodine|http://purl.obolibrary.org/obo/CHEBI_9622
TOLUOL|Toluene|http://purl.obolibrary.org/obo/CHEBI_17578
TOPAMAX|Topiramate|http://purl.obolibrary.org/obo/CHEBI_63631
TOPIRAMATE|Topiramate|http://purl.obolibrary.org/obo/CHEBI_63631
TOPOSAR|Etoposide|http://purl.obolibrary.org/obo/CHEBI_4911
TOREMIFENE|Toremifene|http://purl.obolibrary.org/obo/CHEBI_9635
TPM|Topiramate|http://purl.obolibrary.org/obo/CHEBI_63631
TRANEXAMIC ACID|Tranexamic Acid|http://purl.obolibrary.org/obo/CHEBI_48669
TRANS-O-HYDROXYCINNAMIC ACID|trans-2-hydroxycinnamic acid|http://purl.obolibrary.org/obo/CHEBI_18125
TRAZODONE|Trazodone|http://purl.obolibrary.org/obo/CHEBI_9654
TRECATOR|Ethionamide|http://purl.obolibrary.org/obo/CHEBI_4885
TREPROSTINIL|Treprostinil|http://purl.obolibrary.org/obo/CHEBI_50861
TRETINOIN|Tretinoin|http://purl.obolibrary.org/obo/CHEBI_15367
TRICLOSAN|Triclosan|http://purl.obolibrary.org/obo/CHEBI_164200
TRICYCLAMOL|Procyclidine|http://purl.obolibrary.org/obo/CHEBI_8448
TRIDECYLIC ACID|N-Tridecanoic Acid|http://purl.obolibrary.org/obo/CHEBI_45919
TRIFLUOPERAZINE|Trifluoperazine|http://purl.obolibrary.org/obo/CHEBI_45951
TRIFLUOROETHANOL|Trifluoroethanol|http://purl.obolibrary.org/obo/CHEBI_42330
TRIFLUPROMAZINE|Triflupromazine|http://purl.obolibrary.org/obo/CHEBI_9711
TRIFOLITIN|Kaempherol|http://purl.obolibrary.org/obo/CHEBI_28499
TRIIODOTHYRONINE|Liothyronine|http://purl.obolibrary.org/obo/CHEBI_18258
TRILAFON|Perphenazine|http://purl.obolibrary.org/obo/CHEBI_8028
TRILOSTANE|Trilostane|http://purl.obolibrary.org/obo/CHEBI_32260
TRIMEPROPRIMINE|Trimipramine|http://purl.obolibrary.org/obo/CHEBI_9738
TRIMETAPHAN|Trimethaphan|http://purl.obolibrary.org/obo/CHEBI_9728
TRIMETHYLENE GLYCOL|1,3-Propandiol|http://purl.obolibrary.org/obo/CHEBI_16109
TRIMETHYLLYSINE|N-Trimethyllysine|http://purl.obolibrary.org/obo/CHEBI_17311
TRINITROGLYCERIN|Nitroglycerin|http://purl.obolibrary.org/obo/CHEBI_28787
TRIS(HYDROXYMETHYL)AMINOMETHANE|Tris(Hydroxymethyl)Aminomethane|http://purl.obolibrary.org/obo/CHEBI_9754
TRIS-BASE|Tris(Hydroxymethyl)Aminomethane|http://purl.obolibrary.org/obo/CHEBI_9754
TRITACE|Ramipril|http://purl.obolibrary.org/obo/CHEBI_8774
TRIZMA|Tris(Hydroxymethyl)Aminomethane|http://purl.obolibrary.org/obo/CHEBI_9754
TROGLITAZONE|Troglitazone|http://purl.obolibrary.org/obo/CHEBI_9753
TROMETAMOL|Tris(Hydroxymethyl)Aminomethane|http://purl.obolibrary.org/obo/CHEBI_9754
TROMETHAMINE|Tris(Hydroxymethyl)Aminomethane|http://purl.obolibrary.org/obo/CHEBI_9754
TRYPTOPHAN|L-Tryptophan|http://purl.obolibrary.org/obo/CHEBI_16828
TYKERB|Lapatinib|http://purl.obolibrary.org/obo/CHEBI_49603
TYROSINE|L-Tyrosine|http://purl.obolibrary.org/obo/CHEBI_17895
UNIPHYL|Theophylline|http://purl.obolibrary.org/obo/CHEBI_28177
URACIL-6-CARBOXYLIC ACID|Orotic Acid|http://purl.obolibrary.org/obo/CHEBI_16742
URIC ACID|Uric Acid|http://purl.obolibrary.org/obo/CHEBI_17775
URIDINE 5'-MONOPHOSPHATE|Uridine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_16695
URIDINE 5'-PHOSPHORIC ACID|Uridine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_16695
URIDINE MONOPHOSPHATE|Uridine-5'-Monophosphate|http://purl.obolibrary.org/obo/CHEBI_16695
URIDINE TRIPHOSPHATE|Uridine 5'-Triphosphate|http://purl.obolibrary.org/obo/CHEBI_15713
UROCANIC ACID|trans-urocanic acid|http://purl.obolibrary.org/obo/CHEBI_30817
URSODIOL|Ursodeoxycholic acid|http://purl.obolibrary.org/obo/CHEBI_9907
UVADEX|Methoxsalen|http://purl.obolibrary.org/obo/CHEBI_18358
VALINE|L-Valine|http://purl.obolibrary.org/obo/CHEBI_16414
VALIUM|Diazepam|http://purl.obolibrary.org/obo/CHEBI_49575
VALSARTAN|Valsartan|http://purl.obolibrary.org/obo/CHEBI_9927
VANCOMYCIN|Vancomycin|http://purl.obolibrary.org/obo/CHEBI_28001
VASTCILLIN|Cyclacillin|http://purl.obolibrary.org/obo/CHEBI_31444
VELCADE|Bortezomib|http://purl.obolibrary.org/obo/CHEBI_52717
VELOSEF|Cefradine|http://purl.obolibrary.org/obo/CHEBI_3547
VENLAFAXINE|Venlafaxine|http://purl.obolibrary.org/obo/CHEBI_9943
VEPESID|Etoposide|http://purl.obolibrary.org/obo/CHEBI_4911
VERAPAMIL|Verapamil|http://purl.obolibrary.org/obo/CHEBI_9948
VERMOX|Mebendazole|http://purl.obolibrary.org/obo/CHEBI_6704
VESANOID|Tretinoin|http://purl.obolibrary.org/obo/CHEBI_15367
VFEND|Voriconazole|http://purl.obolibrary.org/obo/CHEBI_10023
VIBATIV|Telavancin|http://purl.obolibrary.org/obo/CHEBI_71226
VIBRAMYCIN|Doxycycline|http://purl.obolibrary.org/obo/CHEBI_50845
VICTRELIS|Boceprevir |http://purl.obolibrary.org/obo/CHEBI_68621
VIDARABINE|Vidarabine|http://purl.obolibrary.org/obo/CHEBI_45327
VILAZODONE|Vilazodone|http://purl.obolibrary.org/obo/CHEBI_70707
VINBLASTINE|Vinblastine|http://purl.obolibrary.org/obo/CHEBI_27375
VINORELBINE|Vinorelbine|http://purl.obolibrary.org/obo/CHEBI_480999
VINYLFORMIC ACID|Acrylic Acid|http://purl.obolibrary.org/obo/CHEBI_18308
VIOXX|Rofecoxib|http://purl.obolibrary.org/obo/CHEBI_8887
VIRAMUNE|Nevirapine|http://purl.obolibrary.org/obo/CHEBI_63613
VIRILON|Methyltestosterone|http://purl.obolibrary.org/obo/CHEBI_27436
VISKEN|Pindolol|http://purl.obolibrary.org/obo/CHEBI_8214
VISMODEGIB|Vismodegib|http://purl.obolibrary.org/obo/CHEBI_66903
VISTAMYCIN|Ribostamycin|http://purl.obolibrary.org/obo/CHEBI_10003
VORICONAZOLE|Voriconazole|http://purl.obolibrary.org/obo/CHEBI_10023
WARFARIN|Warfarin|http://purl.obolibrary.org/obo/CHEBI_10033
WHITE SUGAR|Sucrose|http://purl.obolibrary.org/obo/CHEBI_17992
XALATAN|Latanoprost|http://purl.obolibrary.org/obo/CHEBI_6384
XANAX|Alprazolam|http://purl.obolibrary.org/obo/CHEBI_2611
XANTHAURINE|Quercetin|http://purl.obolibrary.org/obo/CHEBI_16243
XANTHINE|Xanthine|http://purl.obolibrary.org/obo/CHEBI_17712
XANTHOTOXIN|Methoxsalen|http://purl.obolibrary.org/obo/CHEBI_18358
XARELTO|Rivaroxaban|http://purl.obolibrary.org/obo/CHEBI_68579
XCYTRIN|motexafin gadolinium|http://purl.obolibrary.org/obo/CHEBI_50161
XELODA|Capecitabine|http://purl.obolibrary.org/obo/CHEBI_31348
XENAZINE|Tetrabenazine|http://purl.obolibrary.org/obo/CHEBI_9467
XTANDI|Enzalutamide |http://purl.obolibrary.org/obo/CHEBI_68534
ZAFIRLUKAST|Zafirlukast|http://purl.obolibrary.org/obo/CHEBI_10100
ZALCITABINE|Zalcitabine|http://purl.obolibrary.org/obo/CHEBI_10101
ZALEPLON|Zaleplon|http://purl.obolibrary.org/obo/CHEBI_10102
ZANAMIVIR|Zanamivir|http://purl.obolibrary.org/obo/CHEBI_50663
ZAVESCA|Miglustat|http://purl.obolibrary.org/obo/CHEBI_50381
ZELBORAF|Vemurafenib|http://purl.obolibrary.org/obo/CHEBI_63637
ZEMPLAR|Paricalcitol|http://purl.obolibrary.org/obo/CHEBI_7931
ZENTEL|Albendazole|http://purl.obolibrary.org/obo/CHEBI_16664
ZETIA|Ezetimibe|http://purl.obolibrary.org/obo/CHEBI_49040
ZIDOVUDINE|Zidovudine|http://purl.obolibrary.org/obo/CHEBI_10110
ZILEUTON|Zileuton|http://purl.obolibrary.org/obo/CHEBI_10112
ZINC|Zinc|http://purl.obolibrary.org/obo/CHEBI_30185
ZIPRASIDONE|Ziprasidone|http://purl.obolibrary.org/obo/CHEBI_10119
ZITHROMAX|Azithromycin|http://purl.obolibrary.org/obo/CHEBI_2955
ZMAX|Azithromycin|http://purl.obolibrary.org/obo/CHEBI_2955
ZN|Zinc|http://purl.obolibrary.org/obo/CHEBI_30185
ZOCOR|Simvastatin|http://purl.obolibrary.org/obo/CHEBI_9150
ZOLMITRIPTAN|Zolmitriptan|http://purl.obolibrary.org/obo/CHEBI_10124
ZOLPIDEM|Zolpidem|http://purl.obolibrary.org/obo/CHEBI_10125
ZOMIG|Zolmitriptan|http://purl.obolibrary.org/obo/CHEBI_10124
ZONISAMIDE|Zonisamide|http://purl.obolibrary.org/obo/CHEBI_10127
ZOPICLONE|Zopiclone|http://purl.obolibrary.org/obo/CHEBI_32315
ZUCLOPENTHIXOL|Zuclopenthixol decanoate|http://purl.obolibrary.org/obo/CHEBI_51364
ZYFLO|Zileuton|http://purl.obolibrary.org/obo/CHEBI_10112
ZYPREXA|Olanzapine|http://purl.obolibrary.org/obo/CHEBI_7735
